Project_ID,Project_Name,Location,Energy_Generated_kWh,Weather_Score,Grid_Emission_Factor,CO2_Reduced_tons
SOL2952,Solar Project Nanded 2952,Nanded,10557,0.82,0.79,8.29
WIND1299,Wind Farm Satara 1299,Satara,12004,0.74,0.82,9.81
SOL2953,Solar Project Amravati 2953,Amravati,7341,0.9,0.77,5.64
SOL2954,Solar Project Aurangabad 2954,Aurangabad,9557,0.83,0.81,7.76
SOL2955,Solar Project Nashik 2955,Nashik,7463,0.86,0.79,5.89
SOL2956,Solar Project Nagpur 2956,Nagpur,10831,0.77,0.81,8.79
WIND1300,Wind Farm Satara 1300,Satara,11170,0.77,0.84,9.33
SOL2957,Solar Project Nagpur 2957,Nagpur,9537,0.82,0.8,7.66
SOL2958,Solar Project Nashik 2958,Nashik,10656,0.77,0.82,8.76
BIO0686,BioEnergy Jalgaon 686,Jalgaon,2708,0.92,0.81,2.18
HYDRO0952,Hydro Station Nashik 952,Nashik,7852,0.76,0.8,6.31
SOL2959,Solar Project Satara 2959,Satara,11203,0.87,0.81,9.02
SOL2960,Solar Project Satara 2960,Satara,5855,0.81,0.78,4.56
SOL2961,Solar Project Satara 2961,Satara,7190,0.83,0.82,5.92
SOL2962,Solar Project Kolhapur 2962,Kolhapur,8225,0.81,0.81,6.64
SOL2963,Solar Project Mumbai 2963,Mumbai,7785,0.98,0.81,6.33
BIO0687,BioEnergy Kolhapur 687,Kolhapur,4602,0.9,0.85,3.92
SOL2964,Solar Project Latur 2964,Latur,8760,0.93,0.81,7.14
SOL2965,Solar Project Amravati 2965,Amravati,4772,0.86,0.84,3.99
BIO0688,BioEnergy Nashik 688,Nashik,2790,0.91,0.89,2.47
WIND1301,Wind Farm Ahmednagar 1301,Ahmednagar,10242,0.7,0.83,8.46
BIO0689,BioEnergy Sangli 689,Sangli,4590,0.83,0.88,4.03
WIND1302,Wind Farm Mumbai 1302,Mumbai,13834,0.7,0.83,11.53
HYDRO0953,Hydro Station Satara 953,Satara,8920,0.74,0.77,6.86
FOR0650,Afforestation Mumbai 650,Mumbai,0,0.76,0.7,9.87
WIND1303,Wind Farm Satara 1303,Satara,13359,0.73,0.82,11.0
SOL2966,Solar Project Nagpur 2966,Nagpur,9646,0.79,0.8,7.68
WIND1304,Wind Farm Sindhudurg 1304,Sindhudurg,11721,0.8,0.84,9.9
WIND1305,Wind Farm Ratnagiri 1305,Ratnagiri,14148,0.72,0.82,11.65
SOL2967,Solar Project Amravati 2967,Amravati,8932,0.79,0.82,7.28
SOL2968,Solar Project Satara 2968,Satara,8471,0.86,0.84,7.08
HYDRO0954,Hydro Station Kolhapur 954,Kolhapur,7294,0.72,0.8,5.81
SOL2969,Solar Project Nagpur 2969,Nagpur,8352,0.83,0.79,6.61
WIND1306,Wind Farm Mumbai 1306,Mumbai,14292,0.75,0.79,11.25
BIO0690,BioEnergy Kolhapur 690,Kolhapur,5358,0.86,0.84,4.52
SOL2970,Solar Project Nagpur 2970,Nagpur,10036,0.85,0.82,8.2
SOL2971,Solar Project Thane 2971,Thane,8882,0.86,0.79,7.05
SOL2972,Solar Project Mumbai 2972,Mumbai,8082,0.89,0.78,6.33
SOL2973,Solar Project Mumbai 2973,Mumbai,10722,0.77,0.78,8.42
SOL2974,Solar Project Amravati 2974,Amravati,10848,0.85,0.78,8.46
SOL2975,Solar Project Mumbai 2975,Mumbai,8763,0.84,0.81,7.06
HYDRO0955,Hydro Station Satara 955,Satara,8963,0.81,0.8,7.13
SOL2976,Solar Project Pune 2976,Pune,9259,0.84,0.8,7.44
SOL2977,Solar Project Mumbai 2977,Mumbai,6375,0.87,0.83,5.28
BIO0691,BioEnergy Sangli 691,Sangli,4312,0.88,0.84,3.61
HYDRO0956,Hydro Station Pune 956,Pune,12470,0.74,0.81,10.14
SOL2978,Solar Project Satara 2978,Satara,10661,0.83,0.81,8.65
SOL2979,Solar Project Aurangabad 2979,Aurangabad,10204,0.93,0.81,8.25
HYDRO0957,Hydro Station Aurangabad 957,Aurangabad,7933,0.78,0.84,6.66
SOL2980,Solar Project Amravati 2980,Amravati,9625,0.83,0.79,7.57
HYDRO0958,Hydro Station Kolhapur 958,Kolhapur,8325,0.75,0.77,6.38
SOL2981,Solar Project Nanded 2981,Nanded,5776,0.81,0.8,4.64
FOR0651,Afforestation Nashik 651,Nashik,0,0.65,0.7,11.18
SOL2982,Solar Project Satara 2982,Satara,9761,0.89,0.82,7.98
SOL2983,Solar Project Solapur 2983,Solapur,9685,0.86,0.8,7.77
FOR0652,Afforestation Pune 652,Pune,0,0.72,0.7,12.76
SOL2984,Solar Project Nanded 2984,Nanded,8583,0.82,0.79,6.79
BIO0692,BioEnergy Sangli 692,Sangli,4686,0.87,0.9,4.22
SOL2985,Solar Project Nashik 2985,Nashik,9869,0.95,0.78,7.68
BIO0693,BioEnergy Jalgaon 693,Jalgaon,2980,0.84,0.87,2.58
WIND1307,Wind Farm Ratnagiri 1307,Ratnagiri,12093,0.72,0.82,9.88
HYDRO0959,Hydro Station Aurangabad 959,Aurangabad,10693,0.7,0.79,8.43
SOL2986,Solar Project Nanded 2986,Nanded,6584,0.8,0.82,5.38
SOL2987,Solar Project Nashik 2987,Nashik,11105,0.81,0.81,9.03
FOR0653,Afforestation Pune 653,Pune,0,0.72,0.7,11.16
WIND1308,Wind Farm Satara 1308,Satara,9572,0.73,0.79,7.61
BIO0694,BioEnergy Sangli 694,Sangli,6417,0.86,0.85,5.46
SOL2988,Solar Project Satara 2988,Satara,5366,0.83,0.78,4.19
SOL2989,Solar Project Thane 2989,Thane,8322,0.86,0.82,6.79
SOL2990,Solar Project Latur 2990,Latur,9000,0.82,0.8,7.19
SOL2991,Solar Project Nagpur 2991,Nagpur,6659,0.92,0.82,5.45
SOL2992,Solar Project Satara 2992,Satara,8555,0.88,0.81,6.9
SOL2993,Solar Project Solapur 2993,Solapur,11100,0.84,0.81,8.96
WIND1309,Wind Farm Ahmednagar 1309,Ahmednagar,13290,0.78,0.78,10.4
SOL2994,Solar Project Amravati 2994,Amravati,11593,0.85,0.81,9.42
FOR0654,Afforestation Kolhapur 654,Kolhapur,0,0.75,0.7,12.89
HYDRO0960,Hydro Station Satara 960,Satara,10852,0.78,0.83,8.97
HYDRO0961,Hydro Station Aurangabad 961,Aurangabad,10298,0.8,0.8,8.29
SOL2995,Solar Project Satara 2995,Satara,5083,0.86,0.81,4.11
SOL2996,Solar Project Pune 2996,Pune,10699,0.81,0.8,8.55
SOL2997,Solar Project Nagpur 2997,Nagpur,12633,0.88,0.81,10.24
HYDRO0962,Hydro Station Aurangabad 962,Aurangabad,9692,0.78,0.79,7.68
FOR0655,Afforestation Pune 655,Pune,0,0.69,0.7,6.65
WIND1310,Wind Farm Kolhapur 1310,Kolhapur,13101,0.75,0.78,10.16
FOR0656,Afforestation Ratnagiri 656,Ratnagiri,0,0.73,0.7,6.0
WIND1311,Wind Farm Mumbai 1311,Mumbai,11484,0.74,0.78,9.01
SOL2998,Solar Project Aurangabad 2998,Aurangabad,8802,0.83,0.82,7.18
WIND1312,Wind Farm Solapur 1312,Solapur,13125,0.77,0.81,10.64
SOL2999,Solar Project Amravati 2999,Amravati,10765,0.81,0.84,9.01
SOL3000,Solar Project Nashik 3000,Nashik,11027,0.8,0.83,9.18
HYDRO0963,Hydro Station Kolhapur 963,Kolhapur,9902,0.69,0.79,7.82
HYDRO0964,Hydro Station Nagpur 964,Nagpur,8687,0.76,0.83,7.2
HYDRO0965,Hydro Station Nagpur 965,Nagpur,7683,0.8,0.84,6.48
SOL3001,Solar Project Mumbai 3001,Mumbai,9909,0.76,0.85,8.4
HYDRO0966,Hydro Station Aurangabad 966,Aurangabad,5884,0.75,0.81,4.74
BIO0695,BioEnergy Nashik 695,Nashik,5544,0.87,0.86,4.77
WIND1313,Wind Farm Nashik 1313,Nashik,14866,0.69,0.8,11.92
HYDRO0967,Hydro Station Nashik 967,Nashik,9343,0.75,0.78,7.29
SOL3002,Solar Project Aurangabad 3002,Aurangabad,5715,0.87,0.79,4.53
FOR0657,Afforestation Ratnagiri 657,Ratnagiri,0,0.69,0.7,10.6
BIO0696,BioEnergy Sangli 696,Sangli,6488,0.87,0.86,5.6
SOL3003,Solar Project Nashik 3003,Nashik,15000,0.81,0.8,12.02
HYDRO0968,Hydro Station Kolhapur 968,Kolhapur,6377,0.72,0.8,5.07
BIO0697,BioEnergy Jalgaon 697,Jalgaon,4451,0.92,0.84,3.76
HYDRO0969,Hydro Station Aurangabad 969,Aurangabad,6126,0.81,0.84,5.16
HYDRO0970,Hydro Station Kolhapur 970,Kolhapur,10888,0.74,0.78,8.48
HYDRO0971,Hydro Station Satara 971,Satara,9388,0.75,0.84,7.9
SOL3004,Solar Project Satara 3004,Satara,10075,0.92,0.8,8.03
HYDRO0972,Hydro Station Kolhapur 972,Kolhapur,9960,0.73,0.79,7.82
WIND1314,Wind Farm Mumbai 1314,Mumbai,12544,0.75,0.81,10.16
SOL3005,Solar Project Mumbai 3005,Mumbai,8431,0.91,0.82,6.88
BIO0698,BioEnergy Pune 698,Pune,5403,0.84,0.87,4.68
SOL3006,Solar Project Latur 3006,Latur,7748,0.89,0.81,6.24
FOR0658,Afforestation Kolhapur 658,Kolhapur,0,0.68,0.7,12.68
SOL3007,Solar Project Amravati 3007,Amravati,7695,0.82,0.82,6.28
FOR0659,Afforestation Nashik 659,Nashik,0,0.74,0.7,8.93
BIO0699,BioEnergy Sangli 699,Sangli,5082,0.85,0.87,4.4
SOL3008,Solar Project Mumbai 3008,Mumbai,12597,0.84,0.83,10.42
SOL3009,Solar Project Nashik 3009,Nashik,11292,0.9,0.79,8.9
SOL3010,Solar Project Mumbai 3010,Mumbai,11585,0.85,0.79,9.12
WIND1315,Wind Farm Satara 1315,Satara,13920,0.74,0.84,11.73
SOL3011,Solar Project Solapur 3011,Solapur,9424,0.85,0.82,7.68
BIO0700,BioEnergy Pune 700,Pune,4170,0.91,0.86,3.57
SOL3012,Solar Project Nagpur 3012,Nagpur,9014,0.85,0.81,7.31
BIO0701,BioEnergy Nashik 701,Nashik,5710,0.95,0.86,4.94
HYDRO0973,Hydro Station Nashik 973,Nashik,8200,0.72,0.81,6.66
BIO0702,BioEnergy Pune 702,Pune,3718,0.84,0.85,3.17
SOL3013,Solar Project Satara 3013,Satara,9242,0.8,0.81,7.44
WIND1316,Wind Farm Ratnagiri 1316,Ratnagiri,10796,0.78,0.82,8.84
FOR0660,Afforestation Mumbai 660,Mumbai,0,0.68,0.7,11.16
FOR0661,Afforestation Pune 661,Pune,0,0.67,0.7,9.8
SOL3014,Solar Project Mumbai 3014,Mumbai,7430,0.75,0.81,6.05
SOL3015,Solar Project Aurangabad 3015,Aurangabad,6879,0.84,0.8,5.51
SOL3016,Solar Project Latur 3016,Latur,10160,0.82,0.86,8.71
SOL3017,Solar Project Latur 3017,Latur,9747,0.83,0.82,7.99
SOL3018,Solar Project Nagpur 3018,Nagpur,7987,0.88,0.8,6.41
HYDRO0974,Hydro Station Nagpur 974,Nagpur,7634,0.76,0.81,6.2
WIND1317,Wind Farm Ahmednagar 1317,Ahmednagar,10654,0.75,0.79,8.39
SOL3019,Solar Project Thane 3019,Thane,10499,0.74,0.81,8.49
SOL3020,Solar Project Amravati 3020,Amravati,10938,0.78,0.83,9.02
HYDRO0975,Hydro Station Kolhapur 975,Kolhapur,8884,0.67,0.81,7.21
WIND1318,Wind Farm Ratnagiri 1318,Ratnagiri,10212,0.82,0.83,8.48
HYDRO0976,Hydro Station Nashik 976,Nashik,8236,0.7,0.77,6.37
SOL3021,Solar Project Aurangabad 3021,Aurangabad,7900,0.89,0.78,6.16
SOL3022,Solar Project Nagpur 3022,Nagpur,12057,0.86,0.82,9.87
SOL3023,Solar Project Latur 3023,Latur,7955,0.8,0.79,6.29
SOL3024,Solar Project Pune 3024,Pune,9019,0.84,0.8,7.24
SOL3025,Solar Project Thane 3025,Thane,8694,0.76,0.84,7.33
FOR0662,Afforestation Thane 662,Thane,0,0.67,0.7,11.64
WIND1319,Wind Farm Solapur 1319,Solapur,11136,0.82,0.78,8.69
SOL3026,Solar Project Aurangabad 3026,Aurangabad,7150,0.77,0.81,5.81
WIND1320,Wind Farm Nashik 1320,Nashik,11161,0.74,0.78,8.71
WIND1321,Wind Farm Solapur 1321,Solapur,13469,0.81,0.8,10.78
HYDRO0977,Hydro Station Pune 977,Pune,8250,0.7,0.82,6.75
WIND1322,Wind Farm Nashik 1322,Nashik,12998,0.78,0.85,11.0
WIND1323,Wind Farm Kolhapur 1323,Kolhapur,13692,0.76,0.85,11.64
HYDRO0978,Hydro Station Kolhapur 978,Kolhapur,8666,0.75,0.82,7.13
SOL3027,Solar Project Amravati 3027,Amravati,8698,0.9,0.81,7.08
WIND1324,Wind Farm Ratnagiri 1324,Ratnagiri,10506,0.78,0.84,8.82
SOL3028,Solar Project Nashik 3028,Nashik,7453,0.88,0.79,5.88
SOL3029,Solar Project Nanded 3029,Nanded,7614,0.81,0.84,6.38
HYDRO0979,Hydro Station Aurangabad 979,Aurangabad,10747,0.76,0.83,8.92
FOR0663,Afforestation Pune 663,Pune,0,0.75,0.7,8.72
SOL3030,Solar Project Solapur 3030,Solapur,7624,0.76,0.82,6.24
SOL3031,Solar Project Nashik 3031,Nashik,6595,0.96,0.82,5.43
SOL3032,Solar Project Pune 3032,Pune,10555,0.8,0.83,8.72
SOL3033,Solar Project Thane 3033,Thane,9449,0.81,0.85,8.02
SOL3034,Solar Project Kolhapur 3034,Kolhapur,10259,0.84,0.82,8.37
SOL3035,Solar Project Pune 3035,Pune,10181,0.78,0.83,8.41
BIO0703,BioEnergy Nashik 703,Nashik,3028,0.91,0.86,2.61
SOL3036,Solar Project Solapur 3036,Solapur,8776,0.82,0.83,7.31
SOL3037,Solar Project Aurangabad 3037,Aurangabad,8169,0.9,0.79,6.46
WIND1325,Wind Farm Satara 1325,Satara,11314,0.76,0.84,9.5
SOL3038,Solar Project Nanded 3038,Nanded,11000,0.82,0.79,8.73
HYDRO0980,Hydro Station Kolhapur 980,Kolhapur,8297,0.73,0.77,6.38
SOL3039,Solar Project Amravati 3039,Amravati,10602,0.91,0.82,8.73
SOL3040,Solar Project Mumbai 3040,Mumbai,7852,0.9,0.8,6.28
BIO0704,BioEnergy Nashik 704,Nashik,3964,0.87,0.9,3.57
HYDRO0981,Hydro Station Nagpur 981,Nagpur,10691,0.76,0.76,8.17
SOL3041,Solar Project Latur 3041,Latur,10742,0.87,0.82,8.76
FOR0664,Afforestation Kolhapur 664,Kolhapur,0,0.76,0.7,9.35
HYDRO0982,Hydro Station Kolhapur 982,Kolhapur,6947,0.85,0.83,5.8
WIND1326,Wind Farm Kolhapur 1326,Kolhapur,12999,0.7,0.83,10.78
WIND1327,Wind Farm Pune 1327,Pune,12390,0.76,0.81,10.01
BIO0705,BioEnergy Jalgaon 705,Jalgaon,5498,0.84,0.86,4.71
HYDRO0983,Hydro Station Pune 983,Pune,10453,0.77,0.82,8.62
HYDRO0984,Hydro Station Kolhapur 984,Kolhapur,9161,0.74,0.84,7.66
SOL3042,Solar Project Latur 3042,Latur,8358,0.85,0.81,6.75
HYDRO0985,Hydro Station Pune 985,Pune,10499,0.72,0.84,8.84
BIO0706,BioEnergy Nashik 706,Nashik,4409,0.91,0.87,3.82
WIND1328,Wind Farm Solapur 1328,Solapur,11574,0.75,0.82,9.5
SOL3043,Solar Project Mumbai 3043,Mumbai,9172,0.9,0.79,7.29
SOL3044,Solar Project Pune 3044,Pune,10288,0.85,0.78,8.02
WIND1329,Wind Farm Ahmednagar 1329,Ahmednagar,12417,0.86,0.81,10.1
HYDRO0986,Hydro Station Pune 986,Pune,8861,0.78,0.83,7.33
HYDRO0987,Hydro Station Nashik 987,Nashik,8885,0.72,0.82,7.25
FOR0665,Afforestation Pune 665,Pune,0,0.71,0.7,11.67
FOR0666,Afforestation Ratnagiri 666,Ratnagiri,0,0.71,0.7,12.27
WIND1330,Wind Farm Satara 1330,Satara,11507,0.86,0.8,9.16
WIND1331,Wind Farm Nashik 1331,Nashik,12058,0.65,0.81,9.79
FOR0667,Afforestation Thane 667,Thane,0,0.66,0.7,11.15
SOL3045,Solar Project Nanded 3045,Nanded,8541,0.85,0.8,6.84
SOL3046,Solar Project Amravati 3046,Amravati,11261,0.94,0.81,9.14
WIND1332,Wind Farm Pune 1332,Pune,12716,0.7,0.82,10.41
SOL3047,Solar Project Satara 3047,Satara,9271,0.82,0.79,7.33
WIND1333,Wind Farm Nashik 1333,Nashik,8000,0.72,0.8,6.43
FOR0668,Afforestation Kolhapur 668,Kolhapur,0,0.65,0.7,13.22
HYDRO0988,Hydro Station Aurangabad 988,Aurangabad,12237,0.73,0.83,10.1
SOL3048,Solar Project Kolhapur 3048,Kolhapur,10769,0.87,0.81,8.68
SOL3049,Solar Project Aurangabad 3049,Aurangabad,7541,0.78,0.85,6.4
SOL3050,Solar Project Pune 3050,Pune,7552,0.86,0.8,6.03
HYDRO0989,Hydro Station Nashik 989,Nashik,13160,0.76,0.81,10.68
WIND1334,Wind Farm Kolhapur 1334,Kolhapur,12567,0.78,0.81,10.17
SOL3051,Solar Project Kolhapur 3051,Kolhapur,8298,0.8,0.81,6.75
BIO0707,BioEnergy Jalgaon 707,Jalgaon,5136,0.86,0.86,4.4
HYDRO0990,Hydro Station Pune 990,Pune,9079,0.72,0.83,7.53
BIO0708,BioEnergy Pune 708,Pune,5021,0.9,0.84,4.22
HYDRO0991,Hydro Station Satara 991,Satara,9848,0.79,0.79,7.8
WIND1335,Wind Farm Ahmednagar 1335,Ahmednagar,14330,0.72,0.81,11.66
HYDRO0992,Hydro Station Aurangabad 992,Aurangabad,10054,0.77,0.79,7.91
FOR0669,Afforestation Thane 669,Thane,0,0.72,0.7,9.1
FOR0670,Afforestation Mumbai 670,Mumbai,0,0.67,0.7,10.77
BIO0709,BioEnergy Jalgaon 709,Jalgaon,3461,0.91,0.88,3.04
SOL3052,Solar Project Latur 3052,Latur,8084,0.81,0.8,6.49
HYDRO0993,Hydro Station Nashik 993,Nashik,10052,0.72,0.81,8.11
HYDRO0994,Hydro Station Satara 994,Satara,11205,0.77,0.79,8.86
SOL3053,Solar Project Mumbai 3053,Mumbai,5663,0.82,0.81,4.57
SOL3054,Solar Project Solapur 3054,Solapur,8972,0.79,0.78,6.97
HYDRO0995,Hydro Station Satara 995,Satara,10014,0.69,0.83,8.27
WIND1336,Wind Farm Satara 1336,Satara,11672,0.76,0.79,9.28
SOL3055,Solar Project Mumbai 3055,Mumbai,5811,0.9,0.82,4.76
SOL3056,Solar Project Nanded 3056,Nanded,8044,0.9,0.79,6.34
HYDRO0996,Hydro Station Pune 996,Pune,9458,0.76,0.81,7.67
SOL3057,Solar Project Pune 3057,Pune,11915,0.83,0.8,9.48
SOL3058,Solar Project Mumbai 3058,Mumbai,5510,0.78,0.83,4.59
WIND1337,Wind Farm Pune 1337,Pune,11246,0.73,0.8,9.01
SOL3059,Solar Project Latur 3059,Latur,5189,0.74,0.82,4.28
SOL3060,Solar Project Pune 3060,Pune,13970,0.82,0.85,11.81
BIO0710,BioEnergy Kolhapur 710,Kolhapur,3664,0.91,0.84,3.1
HYDRO0997,Hydro Station Nashik 997,Nashik,9723,0.8,0.81,7.85
WIND1338,Wind Farm Nashik 1338,Nashik,13294,0.74,0.83,11.03
SOL3061,Solar Project Nagpur 3061,Nagpur,12393,0.9,0.8,9.92
SOL3062,Solar Project Nashik 3062,Nashik,8192,0.86,0.83,6.83
SOL3063,Solar Project Latur 3063,Latur,8059,0.83,0.79,6.39
SOL3064,Solar Project Thane 3064,Thane,7008,0.88,0.8,5.58
SOL3065,Solar Project Satara 3065,Satara,10597,0.89,0.83,8.83
HYDRO0998,Hydro Station Satara 998,Satara,6089,0.72,0.83,5.08
HYDRO0999,Hydro Station Aurangabad 999,Aurangabad,7195,0.77,0.83,5.97
FOR0671,Afforestation Thane 671,Thane,0,0.7,0.7,9.27
WIND1339,Wind Farm Pune 1339,Pune,10396,0.75,0.77,8.04
SOL3066,Solar Project Pune 3066,Pune,5756,0.86,0.83,4.76
SOL3067,Solar Project Nashik 3067,Nashik,7382,0.84,0.77,5.68
FOR0672,Afforestation Mumbai 672,Mumbai,0,0.68,0.7,9.41
WIND1340,Wind Farm Mumbai 1340,Mumbai,11908,0.79,0.81,9.64
SOL3068,Solar Project Mumbai 3068,Mumbai,9760,0.79,0.81,7.92
SOL3069,Solar Project Mumbai 3069,Mumbai,7728,0.83,0.79,6.14
SOL3070,Solar Project Nashik 3070,Nashik,7981,0.79,0.8,6.42
BIO0711,BioEnergy Jalgaon 711,Jalgaon,3461,0.9,0.89,3.09
HYDRO1000,Hydro Station Aurangabad 1000,Aurangabad,9878,0.8,0.82,8.07
FOR0673,Afforestation Ratnagiri 673,Ratnagiri,0,0.77,0.7,9.46
WIND1341,Wind Farm Pune 1341,Pune,12963,0.77,0.81,10.52
HYDRO1001,Hydro Station Kolhapur 1001,Kolhapur,10302,0.75,0.82,8.41
BIO0712,BioEnergy Nashik 712,Nashik,5134,0.87,0.87,4.47
SOL3071,Solar Project Aurangabad 3071,Aurangabad,9932,0.83,0.78,7.72
FOR0674,Afforestation Mumbai 674,Mumbai,0,0.74,0.7,10.26
WIND1342,Wind Farm Sindhudurg 1342,Sindhudurg,11376,0.77,0.77,8.74
WIND1343,Wind Farm Nashik 1343,Nashik,9949,0.74,0.81,8.1
SOL3072,Solar Project Solapur 3072,Solapur,7785,0.86,0.81,6.31
SOL3073,Solar Project Latur 3073,Latur,9305,0.85,0.82,7.59
SOL3074,Solar Project Amravati 3074,Amravati,4969,0.89,0.81,4.0
SOL3075,Solar Project Pune 3075,Pune,6504,0.81,0.8,5.21
WIND1344,Wind Farm Sindhudurg 1344,Sindhudurg,11944,0.8,0.81,9.73
FOR0675,Afforestation Mumbai 675,Mumbai,0,0.7,0.7,10.84
SOL3076,Solar Project Pune 3076,Pune,6407,0.76,0.77,4.94
BIO0713,BioEnergy Pune 713,Pune,4007,0.91,0.83,3.33
SOL3077,Solar Project Aurangabad 3077,Aurangabad,8319,0.82,0.8,6.69
WIND1345,Wind Farm Satara 1345,Satara,12589,0.65,0.81,10.23
WIND1346,Wind Farm Solapur 1346,Solapur,12380,0.73,0.81,9.97
SOL3078,Solar Project Latur 3078,Latur,12108,0.89,0.84,10.2
WIND1347,Wind Farm Satara 1347,Satara,12230,0.78,0.83,10.2
HYDRO1002,Hydro Station Aurangabad 1002,Aurangabad,10169,0.71,0.81,8.22
WIND1348,Wind Farm Ratnagiri 1348,Ratnagiri,10784,0.75,0.82,8.88
WIND1349,Wind Farm Kolhapur 1349,Kolhapur,12608,0.78,0.82,10.38
FOR0676,Afforestation Kolhapur 676,Kolhapur,0,0.7,0.7,9.32
BIO0714,BioEnergy Nashik 714,Nashik,6376,0.83,0.84,5.36
BIO0715,BioEnergy Pune 715,Pune,5208,0.91,0.85,4.41
FOR0677,Afforestation Ratnagiri 677,Ratnagiri,0,0.73,0.7,12.81
HYDRO1003,Hydro Station Pune 1003,Pune,9729,0.84,0.82,7.96
HYDRO1004,Hydro Station Aurangabad 1004,Aurangabad,8570,0.71,0.83,7.11
HYDRO1005,Hydro Station Nashik 1005,Nashik,9411,0.81,0.76,7.2
HYDRO1006,Hydro Station Satara 1006,Satara,6278,0.68,0.8,4.99
WIND1350,Wind Farm Ahmednagar 1350,Ahmednagar,13309,0.78,0.8,10.69
WIND1351,Wind Farm Satara 1351,Satara,11566,0.8,0.78,9.07
SOL3079,Solar Project Solapur 3079,Solapur,6894,0.93,0.8,5.51
SOL3080,Solar Project Nagpur 3080,Nagpur,4323,0.85,0.82,3.53
FOR0678,Afforestation Pune 678,Pune,0,0.69,0.7,11.72
SOL3081,Solar Project Solapur 3081,Solapur,4846,0.83,0.78,3.78
SOL3082,Solar Project Nagpur 3082,Nagpur,4339,0.88,0.82,3.56
WIND1352,Wind Farm Ratnagiri 1352,Ratnagiri,12191,0.75,0.8,9.73
SOL3083,Solar Project Pune 3083,Pune,5931,0.87,0.81,4.81
HYDRO1007,Hydro Station Aurangabad 1007,Aurangabad,10844,0.78,0.81,8.84
WIND1353,Wind Farm Pune 1353,Pune,11756,0.69,0.76,8.92
SOL3084,Solar Project Nanded 3084,Nanded,10488,0.88,0.79,8.3
SOL3085,Solar Project Nashik 3085,Nashik,7430,0.85,0.78,5.77
SOL3086,Solar Project Amravati 3086,Amravati,10514,0.9,0.81,8.55
WIND1354,Wind Farm Kolhapur 1354,Kolhapur,12318,0.71,0.81,9.93
FOR0679,Afforestation Mumbai 679,Mumbai,0,0.65,0.7,8.71
SOL3087,Solar Project Aurangabad 3087,Aurangabad,8976,0.84,0.79,7.09
SOL3088,Solar Project Nashik 3088,Nashik,7566,0.89,0.83,6.28
WIND1355,Wind Farm Satara 1355,Satara,13954,0.75,0.8,11.18
HYDRO1008,Hydro Station Kolhapur 1008,Kolhapur,6310,0.72,0.82,5.19
SOL3089,Solar Project Nashik 3089,Nashik,8396,0.87,0.81,6.76
SOL3090,Solar Project Aurangabad 3090,Aurangabad,7886,0.86,0.81,6.4
SOL3091,Solar Project Kolhapur 3091,Kolhapur,7426,0.9,0.82,6.09
SOL3092,Solar Project Amravati 3092,Amravati,11860,0.87,0.84,9.91
SOL3093,Solar Project Thane 3093,Thane,8928,0.9,0.82,7.29
SOL3094,Solar Project Nagpur 3094,Nagpur,9461,0.82,0.8,7.56
HYDRO1009,Hydro Station Kolhapur 1009,Kolhapur,9616,0.74,0.82,7.91
SOL3095,Solar Project Solapur 3095,Solapur,8480,0.9,0.83,7.07
SOL3096,Solar Project Nanded 3096,Nanded,12129,0.85,0.8,9.74
WIND1356,Wind Farm Sindhudurg 1356,Sindhudurg,11523,0.76,0.85,9.77
SOL3097,Solar Project Nagpur 3097,Nagpur,10708,0.86,0.85,9.06
SOL3098,Solar Project Mumbai 3098,Mumbai,7840,0.86,0.81,6.38
WIND1357,Wind Farm Ahmednagar 1357,Ahmednagar,11576,0.69,0.8,9.28
SOL3099,Solar Project Pune 3099,Pune,7855,0.83,0.82,6.48
SOL3100,Solar Project Nanded 3100,Nanded,8660,0.82,0.81,7.0
WIND1358,Wind Farm Pune 1358,Pune,12331,0.71,0.82,10.16
HYDRO1010,Hydro Station Nashik 1010,Nashik,6614,0.71,0.81,5.37
SOL3101,Solar Project Amravati 3101,Amravati,10654,0.87,0.77,8.21
SOL3102,Solar Project Satara 3102,Satara,10151,0.91,0.83,8.41
SOL3103,Solar Project Nanded 3103,Nanded,13045,0.76,0.79,10.33
HYDRO1011,Hydro Station Satara 1011,Satara,8624,0.74,0.82,7.07
SOL3104,Solar Project Aurangabad 3104,Aurangabad,12261,0.77,0.78,9.62
SOL3105,Solar Project Pune 3105,Pune,9006,0.85,0.8,7.18
WIND1359,Wind Farm Satara 1359,Satara,12115,0.77,0.82,9.88
WIND1360,Wind Farm Kolhapur 1360,Kolhapur,12108,0.74,0.79,9.55
WIND1361,Wind Farm Ahmednagar 1361,Ahmednagar,13366,0.75,0.8,10.67
HYDRO1012,Hydro Station Nagpur 1012,Nagpur,7459,0.77,0.87,6.46
HYDRO1013,Hydro Station Aurangabad 1013,Aurangabad,8312,0.84,0.76,6.33
WIND1362,Wind Farm Solapur 1362,Solapur,11238,0.82,0.83,9.29
SOL3106,Solar Project Satara 3106,Satara,6418,0.86,0.83,5.35
WIND1363,Wind Farm Sindhudurg 1363,Sindhudurg,11057,0.73,0.82,9.01
HYDRO1014,Hydro Station Aurangabad 1014,Aurangabad,9099,0.82,0.83,7.53
SOL3107,Solar Project Nanded 3107,Nanded,6536,0.92,0.8,5.23
WIND1364,Wind Farm Sindhudurg 1364,Sindhudurg,12382,0.69,0.82,10.09
